SEXO,EDAD,PAIS,AÑO ESTIMACION,CODREGEO,REGION,CENSO AJUSTADO,RRAA_REGULAR,RRAA_IRREGULAR,RRAA_TOTAL,ESTIMACION
H,15 A 19,COLOMBIA,2018,2,TARAPACÁ,158.0,43.0,1.0,44.0,202
H,15 A 19,COLOMBIA,2018,5,COQUIMBO,94.0,39.0,1.0,40.0,134
H,15 A 19,COLOMBIA,2018,6,VALPARAÍSO,120.0,34.0,3.0,37.0,157
H,15 A 19,COLOMBIA,2018,7,METROPOLITANA DE SANTIAGO,1687.0,590.0,11.0,601.0,2288
H,15 A 19,COLOMBIA,2018,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,60.0,15.0,2.0,17.0,77
H,15 A 19,COLOMBIA,2018,11,BIOBÍO,38.0,21.0,1.0,22.0,60
H,15 A 19,COLOMBIA,2018,14,LOS LAGOS,48.0,21.0,2.0,23.0,71
H,15 A 19,COLOMBIA,2019,2,TARAPACÁ,145.0,49.0,1.0,50.0,195
H,15 A 19,COLOMBIA,2019,3,ANTOFAGASTA,660.0,370.0,3.0,373.0,1033
H,15 A 19,COLOMBIA,2019,4,ATACAMA,79.0,51.0,1.0,52.0,131
H,15 A 19,COLOMBIA,2019,5,COQUIMBO,94.0,44.0,4.0,48.0,142
H,15 A 19,COLOMBIA,2019,7,METROPOLITANA DE SANTIAGO,1599.0,766.0,5.0,771.0,2370
H,15 A 19,COLOMBIA,2019,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,67.0,37.0,1.0,38.0,105
H,15 A 19,COLOMBIA,2019,11,BIOBÍO,41.0,32.0,1.0,33.0,74
H,15 A 19,COLOMBIA,2019,14,LOS LAGOS,49.0,26.0,3.0,29.0,78
H,15 A 19,COLOMBIA,2020,2,TARAPACÁ,134.0,52.0,1.0,53.0,187
H,15 A 19,COLOMBIA,2020,3,ANTOFAGASTA,644.0,358.0,2.0,360.0,1004
H,15 A 19,COLOMBIA,2020,4,ATACAMA,81.0,47.0,2.0,49.0,130
H,15 A 19,COLOMBIA,2020,7,METROPOLITANA DE SANTIAGO,1557.0,913.0,12.0,925.0,2482
H,15 A 19,COLOMBIA,2020,9,MAULE,34.0,41.0,1.0,42.0,76
H,15 A 19,COLOMBIA,2020,11,BIOBÍO,36.0,32.0,1.0,33.0,69
H,15 A 19,COLOMBIA,2020,12,LA ARAUCANÍA,20.0,16.0,1.0,17.0,37
H,15 A 19,COLOMBIA,2020,14,LOS LAGOS,51.0,28.0,1.0,29.0,80
H,15 A 19,COLOMBIA,2020,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,36.0,35.0,1.0,36.0,72
H,15 A 19,COLOMBIA,2021,3,ANTOFAGASTA,615.0,426.0,2.0,428.0,1043
H,15 A 19,COLOMBIA,2021,5,COQUIMBO,97.0,81.0,2.0,83.0,180
H,15 A 19,COLOMBIA,2021,6,VALPARAÍSO,118.0,89.0,2.0,91.0,209
H,15 A 19,COLOMBIA,2021,7,METROPOLITANA DE SANTIAGO,1514.0,1085.0,22.0,1107.0,2621
H,15 A 19,COLOMBIA,2022,3,ANTOFAGASTA,594.0,595.0,1.0,596.0,1190
H,15 A 19,COLOMBIA,2022,7,METROPOLITANA DE SANTIAGO,1418.0,1342.0,19.0,1361.0,2779
H,15 A 19,COLOMBIA,2022,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,63.0,72.0,1.0,73.0,136
H,15 A 19,CUBA,2018,6,VALPARAÍSO,1.0,5.0,1.0,6.0,7
H,15 A 19,CUBA,2018,7,METROPOLITANA DE SANTIAGO,67.0,20.0,1.0,21.0,88
H,15 A 19,CUBA,2019,7,METROPOLITANA DE SANTIAGO,64.0,28.0,1.0,29.0,93
H,15 A 19,CUBA,2019,9,MAULE,8.0,5.0,2.0,7.0,15
H,15 A 19,CUBA,2019,12,LA ARAUCANÍA,2.0,1.0,2.0,3.0,5
H,15 A 19,CUBA,2019,13,LOS RÍOS,1.0,1.0,1.0,2.0,3
H,15 A 19,CUBA,2020,1,ARICA Y PARINACOTA,2.0,4.0,2.0,6.0,8
H,15 A 19,CUBA,2020,7,METROPOLITANA DE SANTIAGO,57.0,35.0,1.0,36.0,93
H,15 A 19,CUBA,2020,12,LA ARAUCANÍA,1.0,2.0,1.0,3.0,4
H,15 A 19,CUBA,2020,13,LOS RÍOS,1.0,1.0,1.0,2.0,3
H,15 A 19,CUBA,2021,12,LA ARAUCANÍA,1.0,2.0,1.0,3.0,4
H,15 A 19,CUBA,2022,7,METROPOLITANA DE SANTIAGO,59.0,41.0,1.0,42.0,101
H,15 A 19,ECUADOR,2018,3,ANTOFAGASTA,57.0,24.0,1.0,25.0,82
H,15 A 19,ECUADOR,2018,5,COQUIMBO,31.0,9.0,1.0,10.0,41
H,15 A 19,ECUADOR,2018,7,METROPOLITANA DE SANTIAGO,505.0,196.0,1.0,197.0,702
H,15 A 19,ECUADOR,2019,4,ATACAMA,20.0,16.0,1.0,17.0,37
H,15 A 19,ECUADOR,2019,5,COQUIMBO,30.0,12.0,1.0,13.0,43
H,15 A 19,ECUADOR,2019,7,METROPOLITANA DE SANTIAGO,429.0,216.0,3.0,219.0,648
H,15 A 19,ECUADOR,2019,9,MAULE,21.0,13.0,1.0,14.0,35
H,15 A 19,ECUADOR,2019,11,BIOBÍO,21.0,30.0,1.0,31.0,52
H,15 A 19,ECUADOR,2019,14,LOS LAGOS,15.0,9.0,1.0,10.0,25
H,15 A 19,ECUADOR,2020,7,METROPOLITANA DE SANTIAGO,377.0,247.0,3.0,250.0,627
H,15 A 19,ECUADOR,2020,11,BIOBÍO,19.0,24.0,1.0,25.0,44
H,15 A 19,ECUADOR,2020,14,LOS LAGOS,17.0,4.0,1.0,5.0,22
H,15 A 19,ECUADOR,2021,5,COQUIMBO,26.0,11.0,1.0,12.0,38
H,15 A 19,ECUADOR,2021,7,METROPOLITANA DE SANTIAGO,347.0,289.0,4.0,293.0,640
H,15 A 19,ECUADOR,2021,9,MAULE,16.0,18.0,1.0,19.0,35
H,15 A 19,ECUADOR,2021,13,LOS RÍOS,5.0,2.0,1.0,3.0,8
H,15 A 19,ECUADOR,2022,7,METROPOLITANA DE SANTIAGO,332.0,366.0,2.0,368.0,700
H,15 A 19,ECUADOR,2022,9,MAULE,17.0,14.0,1.0,15.0,32
H,15 A 19,ESTADOS UNIDOS,2018,6,VALPARAÍSO,120.0,53.0,1.0,54.0,174
H,15 A 19,ESTADOS UNIDOS,2018,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,4.0,2.0,2.0,4.0,8
H,15 A 19,ESTADOS UNIDOS,2019,6,VALPARAÍSO,124.0,40.0,1.0,41.0,165
H,15 A 19,ESTADOS UNIDOS,2021,7,METROPOLITANA DE SANTIAGO,531.0,39.0,5.0,44.0,575
H,15 A 19,ESTADOS UNIDOS,2022,6,VALPARAÍSO,102.0,19.0,1.0,20.0,122
H,15 A 19,FRANCIA,2018,7,METROPOLITANA DE SANTIAGO,62.0,1.0,1.0,2.0,64
H,15 A 19,FRANCIA,2020,7,METROPOLITANA DE SANTIAGO,97.0,1.0,1.0,2.0,99
H,15 A 19,HAITÍ,2018,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,13.0,92.0,1.0,93.0,106
H,15 A 19,HAITÍ,2021,7,METROPOLITANA DE SANTIAGO,365.0,688.0,1.0,689.0,1054
H,15 A 19,HAITÍ,2021,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,4.0,37.0,1.0,38.0,42
H,15 A 19,OTRO PAÍS,2018,7,METROPOLITANA DE SANTIAGO,450.0,58.0,4.0,62.0,512
H,15 A 19,OTRO PAÍS,2018,9,MAULE,18.0,1.0,1.0,2.0,20
H,15 A 19,OTRO PAÍS,2021,5,COQUIMBO,17.0,1.0,1.0,2.0,19
H,15 A 19,OTRO PAÍS,2021,7,METROPOLITANA DE SANTIAGO,469.0,50.0,2.0,52.0,521
H,15 A 19,PARAGUAY,2018,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,3.0,2.0,1.0,3.0,6
H,15 A 19,PARAGUAY,2022,3,ANTOFAGASTA,15.0,6.0,1.0,7.0,22
H,15 A 19,PERÚ,2018,7,METROPOLITANA DE SANTIAGO,3583.0,675.0,17.0,692.0,4275
H,15 A 19,PERÚ,2018,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,35.0,19.0,1.0,20.0,55
H,15 A 19,PERÚ,2019,3,ANTOFAGASTA,286.0,68.0,2.0,70.0,356
H,15 A 19,PERÚ,2019,7,METROPOLITANA DE SANTIAGO,3202.0,797.0,3.0,800.0,4002
H,15 A 19,PERÚ,2020,1,ARICA Y PARINACOTA,164.0,38.0,5.0,43.0,207
H,15 A 19,PERÚ,2020,2,TARAPACÁ,359.0,54.0,1.0,55.0,414
H,15 A 19,PERÚ,2020,3,ANTOFAGASTA,287.0,75.0,3.0,78.0,365
H,15 A 19,PERÚ,2020,4,ATACAMA,41.0,15.0,1.0,16.0,57
H,15 A 19,PERÚ,2020,5,COQUIMBO,56.0,14.0,1.0,15.0,71
H,15 A 19,PERÚ,2020,6,VALPARAÍSO,80.0,25.0,1.0,26.0,106
H,15 A 19,PERÚ,2020,7,METROPOLITANA DE SANTIAGO,3143.0,854.0,24.0,878.0,4021
H,15 A 19,PERÚ,2021,1,ARICA Y PARINACOTA,168.0,59.0,1.0,60.0,228
H,15 A 19,PERÚ,2021,2,TARAPACÁ,349.0,77.0,3.0,80.0,429
H,15 A 19,PERÚ,2021,6,VALPARAÍSO,83.0,28.0,1.0,29.0,112
H,15 A 19,PERÚ,2021,7,METROPOLITANA DE SANTIAGO,3089.0,1081.0,17.0,1098.0,4187
H,15 A 19,PERÚ,2021,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,25.0,10.0,1.0,11.0,36
H,15 A 19,PERÚ,2022,5,COQUIMBO,57.0,12.0,1.0,13.0,70
H,15 A 19,PERÚ,2022,7,METROPOLITANA DE SANTIAGO,3075.0,1265.0,10.0,1275.0,4350
H,15 A 19,PERÚ,2022,10,ÑUBLE,7.0,6.0,2.0,8.0,15
H,15 A 19,R. DOMINICANA,2018,7,METROPOLITANA DE SANTIAGO,323.0,78.0,1.0,79.0,402
H,15 A 19,R. DOMINICANA,2019,7,METROPOLITANA DE SANTIAGO,300.0,110.0,3.0,113.0,413
H,15 A 19,URUGUAY,2020,7,METROPOLITANA DE SANTIAGO,73.0,9.0,1.0,10.0,83
H,15 A 19,VENEZUELA,2018,7,METROPOLITANA DE SANTIAGO,887.0,1969.0,14.0,1983.0,2870
H,15 A 19,VENEZUELA,2018,14,LOS LAGOS,7.0,85.0,1.0,86.0,93
H,15 A 19,VENEZUELA,2019,2,TARAPACÁ,7.0,71.0,4.0,75.0,82
H,15 A 19,VENEZUELA,2019,3,ANTOFAGASTA,11.0,152.0,1.0,153.0,164
H,15 A 19,VENEZUELA,2019,4,ATACAMA,3.0,50.0,1.0,51.0,54
H,15 A 19,VENEZUELA,2019,5,COQUIMBO,22.0,145.0,2.0,147.0,169
H,15 A 19,VENEZUELA,2019,6,VALPARAÍSO,64.0,577.0,3.0,580.0,644
H,15 A 19,VENEZUELA,2019,7,METROPOLITANA DE SANTIAGO,867.0,3530.0,33.0,3563.0,4430
H,15 A 19,VENEZUELA,2019,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,38.0,252.0,1.0,253.0,291
H,15 A 19,VENEZUELA,2019,9,MAULE,32.0,272.0,2.0,274.0,306
H,15 A 19,VENEZUELA,2019,10,ÑUBLE,7.0,75.0,1.0,76.0,83
H,15 A 19,VENEZUELA,2019,11,BIOBÍO,22.0,282.0,12.0,294.0,316
H,15 A 19,VENEZUELA,2019,14,LOS LAGOS,8.0,157.0,6.0,163.0,171
H,15 A 19,VENEZUELA,2020,1,ARICA Y PARINACOTA,4.0,40.0,1.0,41.0,45
H,15 A 19,VENEZUELA,2020,2,TARAPACÁ,8.0,61.0,4.0,65.0,73
H,15 A 19,VENEZUELA,2020,3,ANTOFAGASTA,15.0,140.0,2.0,142.0,157
H,15 A 19,VENEZUELA,2020,4,ATACAMA,4.0,32.0,1.0,33.0,37
H,15 A 19,VENEZUELA,2020,5,COQUIMBO,23.0,143.0,3.0,146.0,169
H,15 A 19,VENEZUELA,2020,6,VALPARAÍSO,67.0,502.0,8.0,510.0,577
H,15 A 19,VENEZUELA,2020,7,METROPOLITANA DE SANTIAGO,928.0,3743.0,9.0,3752.0,4680
H,15 A 19,VENEZUELA,2020,9,MAULE,36.0,268.0,8.0,276.0,312
H,15 A 19,VENEZUELA,2020,10,ÑUBLE,9.0,61.0,1.0,62.0,71
H,15 A 19,VENEZUELA,2020,11,BIOBÍO,19.0,278.0,5.0,283.0,302
H,15 A 19,VENEZUELA,2020,14,LOS LAGOS,9.0,156.0,4.0,160.0,169
H,15 A 19,VENEZUELA,2021,1,ARICA Y PARINACOTA,3.0,52.0,1.0,53.0,56
H,15 A 19,VENEZUELA,2021,2,TARAPACÁ,16.0,76.0,2.0,78.0,94
H,15 A 19,VENEZUELA,2021,3,ANTOFAGASTA,18.0,162.0,1.0,163.0,181
H,15 A 19,VENEZUELA,2021,4,ATACAMA,4.0,27.0,2.0,29.0,33
H,15 A 19,VENEZUELA,2021,5,COQUIMBO,26.0,166.0,6.0,172.0,198
H,15 A 19,VENEZUELA,2021,6,VALPARAÍSO,65.0,544.0,50.0,594.0,659
H,15 A 19,VENEZUELA,2021,7,METROPOLITANA DE SANTIAGO,1009.0,4106.0,37.0,4143.0,5152
H,15 A 19,VENEZUELA,2021,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,34.0,298.0,6.0,304.0,338
H,15 A 19,VENEZUELA,2021,9,MAULE,38.0,304.0,18.0,322.0,360
H,15 A 19,VENEZUELA,2021,10,ÑUBLE,13.0,86.0,2.0,88.0,101
H,15 A 19,VENEZUELA,2021,11,BIOBÍO,23.0,311.0,2.0,313.0,336
H,15 A 19,VENEZUELA,2021,12,LA ARAUCANÍA,17.0,83.0,7.0,90.0,107
H,15 A 19,VENEZUELA,2021,13,LOS RÍOS,4.0,30.0,2.0,32.0,36
H,15 A 19,VENEZUELA,2021,14,LOS LAGOS,11.0,182.0,13.0,195.0,206
H,15 A 19,VENEZUELA,2021,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,1.0,15.0,1.0,16.0,17
H,15 A 19,VENEZUELA,2021,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,5.0,37.0,1.0,38.0,43
H,15 A 19,VENEZUELA,2022,2,TARAPACÁ,14.0,138.0,1.0,139.0,153
H,15 A 19,VENEZUELA,2022,5,COQUIMBO,27.0,221.0,2.0,223.0,250
H,15 A 19,VENEZUELA,2022,6,VALPARAÍSO,62.0,714.0,19.0,733.0,795
H,15 A 19,VENEZUELA,2022,7,METROPOLITANA DE SANTIAGO,1081.0,5099.0,6.0,5105.0,6186
H,15 A 19,VENEZUELA,2022,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,38.0,365.0,2.0,367.0,405
H,15 A 19,VENEZUELA,2022,9,MAULE,52.0,366.0,7.0,373.0,425
H,15 A 19,VENEZUELA,2022,10,ÑUBLE,13.0,104.0,1.0,105.0,118
H,15 A 19,VENEZUELA,2022,11,BIOBÍO,26.0,408.0,4.0,412.0,438
H,15 A 19,VENEZUELA,2022,12,LA ARAUCANÍA,17.0,120.0,1.0,121.0,138
H,15 A 19,VENEZUELA,2022,13,LOS RÍOS,5.0,50.0,1.0,51.0,56
H,15 A 19,VENEZUELA,2022,14,LOS LAGOS,14.0,249.0,2.0,251.0,265
H,15 A 19,VENEZUELA,2022,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,3.0,64.0,1.0,65.0,68
H,20 A 24,ALEMANIA,2018,6,VALPARAÍSO,25.0,1.0,1.0,2.0,27
H,20 A 24,ALEMANIA,2018,7,METROPOLITANA DE SANTIAGO,100.0,4.0,4.0,8.0,108
H,20 A 24,ALEMANIA,2018,12,LA ARAUCANÍA,5.0,1.0,3.0,4.0,9
H,20 A 24,ALEMANIA,2019,6,VALPARAÍSO,24.0,1.0,1.0,2.0,26
H,20 A 24,ALEMANIA,2019,7,METROPOLITANA DE SANTIAGO,80.0,4.0,2.0,6.0,86
H,20 A 24,ALEMANIA,2020,7,METROPOLITANA DE SANTIAGO,72.0,2.0,5.0,7.0,79
H,20 A 24,ALEMANIA,2021,6,VALPARAÍSO,24.0,1.0,1.0,2.0,26
H,20 A 24,ALEMANIA,2022,6,VALPARAÍSO,23.0,1.0,1.0,2.0,25
H,20 A 24,ALEMANIA,2022,7,METROPOLITANA DE SANTIAGO,64.0,2.0,4.0,6.0,70
H,20 A 24,ARGENTINA,2018,3,ANTOFAGASTA,86.0,12.0,2.0,14.0,100
H,20 A 24,ARGENTINA,2018,4,ATACAMA,19.0,6.0,2.0,8.0,27
H,20 A 24,ARGENTINA,2018,5,COQUIMBO,56.0,9.0,3.0,12.0,68
H,20 A 24,ARGENTINA,2018,6,VALPARAÍSO,413.0,42.0,3.0,45.0,458
H,20 A 24,ARGENTINA,2018,7,METROPOLITANA DE SANTIAGO,1285.0,85.0,9.0,94.0,1379
H,20 A 24,ARGENTINA,2018,12,LA ARAUCANÍA,310.0,16.0,2.0,18.0,328
H,20 A 24,ARGENTINA,2018,13,LOS RÍOS,83.0,3.0,2.0,5.0,88
H,20 A 24,ARGENTINA,2018,14,LOS LAGOS,228.0,12.0,1.0,13.0,241
H,20 A 24,ARGENTINA,2018,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,42.0,6.0,1.0,7.0,49
H,20 A 24,ARGENTINA,2018,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,70.0,13.0,1.0,14.0,84
H,20 A 24,ARGENTINA,2019,3,ANTOFAGASTA,87.0,27.0,1.0,28.0,115
H,20 A 24,ARGENTINA,2019,4,ATACAMA,16.0,4.0,1.0,5.0,21
H,20 A 24,ARGENTINA,2019,5,COQUIMBO,53.0,17.0,5.0,22.0,75
H,20 A 24,ARGENTINA,2019,6,VALPARAÍSO,387.0,67.0,4.0,71.0,458
H,20 A 24,ARGENTINA,2019,7,METROPOLITANA DE SANTIAGO,1180.0,128.0,8.0,136.0,1316
H,20 A 24,ARGENTINA,2019,9,MAULE,66.0,15.0,3.0,18.0,84
H,20 A 24,ARGENTINA,2019,11,BIOBÍO,151.0,18.0,1.0,19.0,170
H,20 A 24,ARGENTINA,2019,12,LA ARAUCANÍA,255.0,21.0,3.0,24.0,279
H,20 A 24,ARGENTINA,2019,13,LOS RÍOS,74.0,11.0,3.0,14.0,88
H,20 A 24,ARGENTINA,2019,14,LOS LAGOS,197.0,15.0,2.0,17.0,214
H,20 A 24,ARGENTINA,2019,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,41.0,10.0,3.0,13.0,54
H,20 A 24,ARGENTINA,2019,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,60.0,32.0,1.0,33.0,93
H,20 A 24,ARGENTINA,2020,3,ANTOFAGASTA,84.0,22.0,2.0,24.0,108
H,20 A 24,ARGENTINA,2020,4,ATACAMA,14.0,7.0,1.0,8.0,22
H,20 A 24,ARGENTINA,2020,5,COQUIMBO,49.0,17.0,3.0,20.0,69
H,20 A 24,ARGENTINA,2020,6,VALPARAÍSO,334.0,69.0,9.0,78.0,412
H,20 A 24,ARGENTINA,2020,7,METROPOLITANA DE SANTIAGO,1050.0,115.0,19.0,134.0,1184
H,20 A 24,ARGENTINA,2020,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,86.0,16.0,2.0,18.0,104
H,20 A 24,ARGENTINA,2020,9,MAULE,61.0,16.0,2.0,18.0,79
H,20 A 24,ARGENTINA,2020,11,BIOBÍO,129.0,9.0,3.0,12.0,141
H,20 A 24,ARGENTINA,2020,12,LA ARAUCANÍA,218.0,21.0,4.0,25.0,243
H,20 A 24,ARGENTINA,2020,13,LOS RÍOS,61.0,6.0,2.0,8.0,69
H,20 A 24,ARGENTINA,2020,14,LOS LAGOS,159.0,16.0,2.0,18.0,177
H,20 A 24,ARGENTINA,2020,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,37.0,9.0,4.0,13.0,50
H,20 A 24,ARGENTINA,2020,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,60.0,33.0,1.0,34.0,94
H,20 A 24,ARGENTINA,2021,4,ATACAMA,15.0,6.0,1.0,7.0,22
H,20 A 24,ARGENTINA,2021,5,COQUIMBO,48.0,18.0,3.0,21.0,69
H,20 A 24,ARGENTINA,2021,6,VALPARAÍSO,280.0,72.0,4.0,76.0,356
H,20 A 24,ARGENTINA,2021,7,METROPOLITANA DE SANTIAGO,938.0,116.0,20.0,136.0,1074
H,20 A 24,ARGENTINA,2021,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,80.0,6.0,4.0,10.0,90
H,20 A 24,ARGENTINA,2021,9,MAULE,57.0,20.0,5.0,25.0,82
H,20 A 24,ARGENTINA,2021,10,ÑUBLE,18.0,8.0,1.0,9.0,27
H,20 A 24,ARGENTINA,2021,11,BIOBÍO,122.0,13.0,2.0,15.0,137
H,20 A 24,ARGENTINA,2021,12,LA ARAUCANÍA,184.0,16.0,3.0,19.0,203
H,20 A 24,ARGENTINA,2021,13,LOS RÍOS,53.0,6.0,2.0,8.0,61
H,20 A 24,ARGENTINA,2021,14,LOS LAGOS,127.0,17.0,2.0,19.0,146
H,20 A 24,ARGENTINA,2021,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,31.0,6.0,6.0,12.0,43
H,20 A 24,ARGENTINA,2021,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,49.0,22.0,1.0,23.0,72
H,20 A 24,ARGENTINA,2022,4,ATACAMA,12.0,8.0,1.0,9.0,21
H,20 A 24,ARGENTINA,2022,5,COQUIMBO,47.0,17.0,2.0,19.0,66
H,20 A 24,ARGENTINA,2022,6,VALPARAÍSO,232.0,60.0,4.0,64.0,296
H,20 A 24,ARGENTINA,2022,7,METROPOLITANA DE SANTIAGO,900.0,155.0,13.0,168.0,1068
H,20 A 24,ARGENTINA,2022,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,67.0,14.0,1.0,15.0,82
H,20 A 24,ARGENTINA,2022,9,MAULE,49.0,16.0,2.0,18.0,67
H,20 A 24,ARGENTINA,2022,10,ÑUBLE,18.0,8.0,1.0,9.0,27
H,20 A 24,ARGENTINA,2022,11,BIOBÍO,108.0,15.0,1.0,16.0,124
H,20 A 24,ARGENTINA,2022,12,LA ARAUCANÍA,172.0,13.0,2.0,15.0,187
H,20 A 24,ARGENTINA,2022,13,LOS RÍOS,47.0,5.0,1.0,6.0,53
H,20 A 24,ARGENTINA,2022,14,LOS LAGOS,115.0,15.0,3.0,18.0,133
H,20 A 24,ARGENTINA,2022,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,28.0,6.0,3.0,9.0,37
H,20 A 24,BOLIVIA,2018,2,TARAPACÁ,1088.0,721.0,2.0,723.0,1811
H,20 A 24,BOLIVIA,2018,3,ANTOFAGASTA,1376.0,924.0,7.0,931.0,2307
H,20 A 24,BOLIVIA,2018,4,ATACAMA,238.0,410.0,3.0,413.0,651
H,20 A 24,BOLIVIA,2018,5,COQUIMBO,175.0,186.0,2.0,188.0,363
H,20 A 24,BOLIVIA,2018,6,VALPARAÍSO,187.0,193.0,2.0,195.0,382
H,20 A 24,BOLIVIA,2018,7,METROPOLITANA DE SANTIAGO,1046.0,665.0,16.0,681.0,1727
H,20 A 24,BOLIVIA,2018,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,106.0,188.0,1.0,189.0,295
H,20 A 24,BOLIVIA,2019,2,TARAPACÁ,948.0,1064.0,4.0,1068.0,2016
H,20 A 24,BOLIVIA,2019,3,ANTOFAGASTA,1208.0,1251.0,9.0,1260.0,2468
H,20 A 24,BOLIVIA,2019,4,ATACAMA,196.0,487.0,10.0,497.0,693
H,20 A 24,BOLIVIA,2019,5,COQUIMBO,135.0,199.0,5.0,204.0,339
H,20 A 24,BOLIVIA,2019,6,VALPARAÍSO,173.0,234.0,4.0,238.0,411
H,20 A 24,BOLIVIA,2019,7,METROPOLITANA DE SANTIAGO,920.0,913.0,15.0,928.0,1848
H,20 A 24,BOLIVIA,2019,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,90.0,239.0,5.0,244.0,334
H,20 A 24,BOLIVIA,2019,9,MAULE,22.0,26.0,1.0,27.0,49
H,20 A 24,BOLIVIA,2020,1,ARICA Y PARINACOTA,234.0,334.0,5.0,339.0,573
H,20 A 24,BOLIVIA,2020,2,TARAPACÁ,813.0,1003.0,6.0,1009.0,1822
H,20 A 24,BOLIVIA,2020,3,ANTOFAGASTA,1026.0,1366.0,17.0,1383.0,2409
H,20 A 24,BOLIVIA,2020,4,ATACAMA,161.0,440.0,15.0,455.0,616
H,20 A 24,BOLIVIA,2020,5,COQUIMBO,104.0,166.0,9.0,175.0,279
H,20 A 24,BOLIVIA,2020,6,VALPARAÍSO,134.0,209.0,2.0,211.0,345
H,20 A 24,BOLIVIA,2020,7,METROPOLITANA DE SANTIAGO,766.0,982.0,47.0,1029.0,1795
H,20 A 24,BOLIVIA,2020,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,67.0,247.0,9.0,256.0,323
H,20 A 24,BOLIVIA,2020,14,LOS LAGOS,5.0,8.0,2.0,10.0,15
H,20 A 24,BOLIVIA,2021,1,ARICA Y PARINACOTA,230.0,360.0,4.0,364.0,594
H,20 A 24,BOLIVIA,2021,2,TARAPACÁ,700.0,1051.0,5.0,1056.0,1756
H,20 A 24,BOLIVIA,2021,3,ANTOFAGASTA,902.0,1360.0,11.0,1371.0,2273
H,20 A 24,BOLIVIA,2021,4,ATACAMA,136.0,417.0,19.0,436.0,572
H,20 A 24,BOLIVIA,2021,5,COQUIMBO,70.0,151.0,15.0,166.0,236
H,20 A 24,BOLIVIA,2021,6,VALPARAÍSO,108.0,179.0,4.0,183.0,291
H,20 A 24,BOLIVIA,2021,7,METROPOLITANA DE SANTIAGO,605.0,1071.0,33.0,1104.0,1709
H,20 A 24,BOLIVIA,2021,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,48.0,284.0,20.0,304.0,352
H,20 A 24,BOLIVIA,2021,9,MAULE,14.0,35.0,1.0,36.0,50
H,20 A 24,BOLIVIA,2021,10,ÑUBLE,8.0,10.0,1.0,11.0,19
H,20 A 24,BOLIVIA,2021,13,LOS RÍOS,4.0,2.0,1.0,3.0,7
H,20 A 24,BOLIVIA,2021,14,LOS LAGOS,2.0,12.0,8.0,20.0,22
H,20 A 24,BOLIVIA,2022,1,ARICA Y PARINACOTA,228.0,293.0,4.0,297.0,525
H,20 A 24,BOLIVIA,2022,2,TARAPACÁ,633.0,947.0,8.0,955.0,1588
H,20 A 24,BOLIVIA,2022,3,ANTOFAGASTA,820.0,1240.0,13.0,1253.0,2073
H,20 A 24,BOLIVIA,2022,4,ATACAMA,103.0,428.0,14.0,442.0,545
H,20 A 24,BOLIVIA,2022,5,COQUIMBO,45.0,132.0,25.0,157.0,202
H,20 A 24,BOLIVIA,2022,6,VALPARAÍSO,83.0,162.0,6.0,168.0,251
H,20 A 24,BOLIVIA,2022,7,METROPOLITANA DE SANTIAGO,480.0,939.0,58.0,997.0,1477
H,20 A 24,BOLIVIA,2022,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,31.0,379.0,22.0,401.0,432
H,20 A 24,BOLIVIA,2022,10,ÑUBLE,5.0,8.0,1.0,9.0,14
