SEXO,EDAD,PAIS,AÑO ESTIMACION,CODREGEO,REGION,CENSO AJUSTADO,RRAA_REGULAR,RRAA_IRREGULAR,RRAA_TOTAL,ESTIMACION
H,20 A 24,ESPAÑA,2021,7,METROPOLITANA DE SANTIAGO,146.0,8.0,1.0,9.0,155
H,20 A 24,ESPAÑA,2021,9,MAULE,8.0,2.0,1.0,3.0,11
H,20 A 24,ESPAÑA,2022,7,METROPOLITANA DE SANTIAGO,176.0,11.0,1.0,12.0,188
H,20 A 24,ESPAÑA,2022,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,2.0,1.0,1.0,2.0,4
H,20 A 24,ESTADOS UNIDOS,2018,7,METROPOLITANA DE SANTIAGO,543.0,68.0,2.0,70.0,613
H,20 A 24,ESTADOS UNIDOS,2018,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,24.0,4.0,2.0,6.0,30
H,20 A 24,ESTADOS UNIDOS,2019,6,VALPARAÍSO,151.0,25.0,2.0,27.0,178
H,20 A 24,ESTADOS UNIDOS,2019,7,METROPOLITANA DE SANTIAGO,564.0,120.0,1.0,121.0,685
H,20 A 24,ESTADOS UNIDOS,2019,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,30.0,25.0,2.0,27.0,57
H,20 A 24,ESTADOS UNIDOS,2019,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,5.0,1.0,3.0,4.0,9
H,20 A 24,ESTADOS UNIDOS,2020,6,VALPARAÍSO,141.0,4.0,1.0,5.0,146
H,20 A 24,ESTADOS UNIDOS,2020,7,METROPOLITANA DE SANTIAGO,574.0,29.0,2.0,31.0,605
H,20 A 24,ESTADOS UNIDOS,2020,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,32.0,6.0,1.0,7.0,39
H,20 A 24,ESTADOS UNIDOS,2020,12,LA ARAUCANÍA,32.0,3.0,1.0,4.0,36
H,20 A 24,ESTADOS UNIDOS,2021,6,VALPARAÍSO,139.0,13.0,1.0,14.0,153
H,20 A 24,ESTADOS UNIDOS,2021,7,METROPOLITANA DE SANTIAGO,559.0,77.0,7.0,84.0,643
H,20 A 24,ESTADOS UNIDOS,2021,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,37.0,3.0,2.0,5.0,42
H,20 A 24,ESTADOS UNIDOS,2021,11,BIOBÍO,70.0,21.0,1.0,22.0,92
H,20 A 24,ESTADOS UNIDOS,2021,14,LOS LAGOS,31.0,6.0,1.0,7.0,38
H,20 A 24,ESTADOS UNIDOS,2022,6,VALPARAÍSO,140.0,34.0,1.0,35.0,175
H,20 A 24,ESTADOS UNIDOS,2022,7,METROPOLITANA DE SANTIAGO,512.0,146.0,3.0,149.0,661
H,20 A 24,FRANCIA,2018,6,VALPARAÍSO,49.0,5.0,1.0,6.0,55
H,20 A 24,FRANCIA,2018,7,METROPOLITANA DE SANTIAGO,170.0,12.0,1.0,13.0,183
H,20 A 24,FRANCIA,2019,7,METROPOLITANA DE SANTIAGO,133.0,4.0,1.0,5.0,138
H,20 A 24,FRANCIA,2020,6,VALPARAÍSO,36.0,6.0,1.0,7.0,43
H,20 A 24,FRANCIA,2020,7,METROPOLITANA DE SANTIAGO,92.0,9.0,5.0,14.0,106
H,20 A 24,FRANCIA,2021,6,VALPARAÍSO,29.0,4.0,1.0,5.0,34
H,20 A 24,FRANCIA,2021,7,METROPOLITANA DE SANTIAGO,63.0,3.0,8.0,11.0,74
H,20 A 24,FRANCIA,2022,6,VALPARAÍSO,20.0,2.0,1.0,3.0,23
H,20 A 24,FRANCIA,2022,7,METROPOLITANA DE SANTIAGO,66.0,3.0,5.0,8.0,74
H,20 A 24,HAITÍ,2018,6,VALPARAÍSO,318.0,1725.0,4.0,1729.0,2047
H,20 A 24,HAITÍ,2018,7,METROPOLITANA DE SANTIAGO,3888.0,4922.0,1.0,4923.0,8811
H,20 A 24,HAITÍ,2018,9,MAULE,156.0,1660.0,2.0,1662.0,1818
H,20 A 24,HAITÍ,2018,10,ÑUBLE,45.0,492.0,3.0,495.0,540
H,20 A 24,HAITÍ,2018,11,BIOBÍO,9.0,432.0,1.0,433.0,442
H,20 A 24,HAITÍ,2018,13,LOS RÍOS,6.0,196.0,4.0,200.0,206
H,20 A 24,HAITÍ,2018,14,LOS LAGOS,14.0,553.0,2.0,555.0,569
H,20 A 24,HAITÍ,2019,6,VALPARAÍSO,218.0,1362.0,3.0,1365.0,1583
H,20 A 24,HAITÍ,2019,7,METROPOLITANA DE SANTIAGO,2779.0,4102.0,1.0,4103.0,6882
H,20 A 24,HAITÍ,2019,9,MAULE,120.0,1119.0,2.0,1121.0,1241
H,20 A 24,HAITÍ,2019,10,ÑUBLE,29.0,314.0,3.0,317.0,346
H,20 A 24,HAITÍ,2019,11,BIOBÍO,7.0,360.0,1.0,361.0,368
H,20 A 24,HAITÍ,2019,13,LOS RÍOS,4.0,142.0,3.0,145.0,149
H,20 A 24,HAITÍ,2019,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,2.0,32.0,1.0,33.0,35
H,20 A 24,HAITÍ,2020,5,COQUIMBO,24.0,215.0,1.0,216.0,240
H,20 A 24,HAITÍ,2020,6,VALPARAÍSO,147.0,899.0,5.0,904.0,1051
H,20 A 24,HAITÍ,2020,7,METROPOLITANA DE SANTIAGO,1831.0,3231.0,4.0,3235.0,5066
H,20 A 24,HAITÍ,2020,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,65.0,649.0,3.0,652.0,717
H,20 A 24,HAITÍ,2020,9,MAULE,73.0,691.0,4.0,695.0,768
H,20 A 24,HAITÍ,2020,10,ÑUBLE,18.0,164.0,2.0,166.0,184
H,20 A 24,HAITÍ,2020,11,BIOBÍO,5.0,237.0,1.0,238.0,243
H,20 A 24,HAITÍ,2020,12,LA ARAUCANÍA,9.0,193.0,1.0,194.0,203
H,20 A 24,HAITÍ,2020,13,LOS RÍOS,2.0,87.0,3.0,90.0,92
H,20 A 24,HAITÍ,2020,14,LOS LAGOS,7.0,267.0,1.0,268.0,275
H,20 A 24,HAITÍ,2020,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,1.0,22.0,1.0,23.0,24
H,20 A 24,HAITÍ,2021,6,VALPARAÍSO,80.0,537.0,6.0,543.0,623
H,20 A 24,HAITÍ,2021,7,METROPOLITANA DE SANTIAGO,1118.0,2250.0,9.0,2259.0,3377
H,20 A 24,HAITÍ,2021,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,40.0,397.0,3.0,400.0,440
H,20 A 24,HAITÍ,2021,9,MAULE,35.0,404.0,11.0,415.0,450
H,20 A 24,HAITÍ,2021,10,ÑUBLE,15.0,101.0,1.0,102.0,117
H,20 A 24,HAITÍ,2021,12,LA ARAUCANÍA,5.0,104.0,1.0,105.0,110
H,20 A 24,HAITÍ,2021,14,LOS LAGOS,6.0,142.0,4.0,146.0,152
H,20 A 24,HAITÍ,2022,6,VALPARAÍSO,44.0,268.0,6.0,274.0,318
H,20 A 24,HAITÍ,2022,7,METROPOLITANA DE SANTIAGO,653.0,1504.0,12.0,1516.0,2169
H,20 A 24,HAITÍ,2022,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,24.0,211.0,2.0,213.0,237
H,20 A 24,HAITÍ,2022,9,MAULE,16.0,212.0,9.0,221.0,237
H,20 A 24,HAITÍ,2022,10,ÑUBLE,4.0,48.0,1.0,49.0,53
H,20 A 24,HAITÍ,2022,12,LA ARAUCANÍA,3.0,56.0,1.0,57.0,60
H,20 A 24,HAITÍ,2022,14,LOS LAGOS,3.0,68.0,4.0,72.0,75
H,20 A 24,ITALIA,2020,7,METROPOLITANA DE SANTIAGO,37.0,6.0,2.0,8.0,45
H,20 A 24,ITALIA,2021,7,METROPOLITANA DE SANTIAGO,39.0,5.0,1.0,6.0,45
H,20 A 24,MÉXICO,2018,7,METROPOLITANA DE SANTIAGO,179.0,12.0,1.0,13.0,192
H,20 A 24,MÉXICO,2018,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,4.0,4.0,2.0,6.0,10
H,20 A 24,MÉXICO,2019,7,METROPOLITANA DE SANTIAGO,158.0,11.0,2.0,13.0,171
H,20 A 24,MÉXICO,2020,7,METROPOLITANA DE SANTIAGO,125.0,10.0,4.0,14.0,139
H,20 A 24,MÉXICO,2021,7,METROPOLITANA DE SANTIAGO,97.0,13.0,2.0,15.0,112
H,20 A 24,OTRO PAÍS,2018,5,COQUIMBO,18.0,1.0,3.0,4.0,22
H,20 A 24,OTRO PAÍS,2018,6,VALPARAÍSO,206.0,9.0,5.0,14.0,220
H,20 A 24,OTRO PAÍS,2018,7,METROPOLITANA DE SANTIAGO,698.0,106.0,9.0,115.0,813
H,20 A 24,OTRO PAÍS,2018,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,19.0,13.0,1.0,14.0,33
H,20 A 24,OTRO PAÍS,2018,9,MAULE,22.0,4.0,1.0,5.0,27
H,20 A 24,OTRO PAÍS,2018,11,BIOBÍO,68.0,11.0,2.0,13.0,81
H,20 A 24,OTRO PAÍS,2018,14,LOS LAGOS,21.0,7.0,1.0,8.0,29
H,20 A 24,OTRO PAÍS,2019,3,ANTOFAGASTA,21.0,10.0,1.0,11.0,32
H,20 A 24,OTRO PAÍS,2019,4,ATACAMA,9.0,3.0,1.0,4.0,13
H,20 A 24,OTRO PAÍS,2019,5,COQUIMBO,16.0,1.0,4.0,5.0,21
H,20 A 24,OTRO PAÍS,2019,6,VALPARAÍSO,183.0,14.0,3.0,17.0,200
H,20 A 24,OTRO PAÍS,2019,7,METROPOLITANA DE SANTIAGO,627.0,130.0,5.0,135.0,762
H,20 A 24,OTRO PAÍS,2019,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,15.0,16.0,1.0,17.0,32
H,20 A 24,OTRO PAÍS,2019,9,MAULE,18.0,1.0,1.0,2.0,20
H,20 A 24,OTRO PAÍS,2019,11,BIOBÍO,60.0,13.0,4.0,17.0,77
H,20 A 24,OTRO PAÍS,2019,14,LOS LAGOS,18.0,6.0,1.0,7.0,25
H,20 A 24,OTRO PAÍS,2020,2,TARAPACÁ,32.0,24.0,1.0,25.0,57
H,20 A 24,OTRO PAÍS,2020,4,ATACAMA,8.0,2.0,1.0,3.0,11
H,20 A 24,OTRO PAÍS,2020,5,COQUIMBO,21.0,4.0,2.0,6.0,27
H,20 A 24,OTRO PAÍS,2020,6,VALPARAÍSO,161.0,16.0,5.0,21.0,182
H,20 A 24,OTRO PAÍS,2020,7,METROPOLITANA DE SANTIAGO,564.0,145.0,18.0,163.0,727
H,20 A 24,OTRO PAÍS,2020,9,MAULE,20.0,2.0,1.0,3.0,23
H,20 A 24,OTRO PAÍS,2020,11,BIOBÍO,47.0,11.0,10.0,21.0,68
H,20 A 24,OTRO PAÍS,2020,13,LOS RÍOS,17.0,1.0,1.0,2.0,19
H,20 A 24,OTRO PAÍS,2020,14,LOS LAGOS,14.0,5.0,1.0,6.0,20
H,20 A 24,OTRO PAÍS,2020,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,6.0,1.0,1.0,2.0,8
H,20 A 24,OTRO PAÍS,2021,2,TARAPACÁ,26.0,19.0,1.0,20.0,46
H,20 A 24,OTRO PAÍS,2021,4,ATACAMA,7.0,1.0,1.0,2.0,9
H,20 A 24,OTRO PAÍS,2021,5,COQUIMBO,23.0,2.0,1.0,3.0,26
H,20 A 24,OTRO PAÍS,2021,6,VALPARAÍSO,132.0,11.0,4.0,15.0,147
H,20 A 24,OTRO PAÍS,2021,7,METROPOLITANA DE SANTIAGO,513.0,136.0,13.0,149.0,662
H,20 A 24,OTRO PAÍS,2021,9,MAULE,18.0,2.0,1.0,3.0,21
H,20 A 24,OTRO PAÍS,2021,11,BIOBÍO,34.0,8.0,5.0,13.0,47
H,20 A 24,OTRO PAÍS,2021,13,LOS RÍOS,16.0,3.0,1.0,4.0,20
H,20 A 24,OTRO PAÍS,2022,4,ATACAMA,4.0,2.0,1.0,3.0,7
H,20 A 24,OTRO PAÍS,2022,5,COQUIMBO,24.0,1.0,2.0,3.0,27
H,20 A 24,OTRO PAÍS,2022,6,VALPARAÍSO,105.0,9.0,2.0,11.0,116
H,20 A 24,OTRO PAÍS,2022,7,METROPOLITANA DE SANTIAGO,457.0,127.0,12.0,139.0,596
H,20 A 24,OTRO PAÍS,2022,9,MAULE,17.0,1.0,1.0,2.0,19
H,20 A 24,OTRO PAÍS,2022,11,BIOBÍO,31.0,12.0,6.0,18.0,49
H,20 A 24,OTRO PAÍS,2022,13,LOS RÍOS,15.0,1.0,2.0,3.0,18
H,20 A 24,PARAGUAY,2018,3,ANTOFAGASTA,31.0,6.0,1.0,7.0,38
H,20 A 24,PARAGUAY,2018,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,9.0,4.0,1.0,5.0,14
H,20 A 24,PARAGUAY,2018,14,LOS LAGOS,6.0,1.0,1.0,2.0,8
H,20 A 24,PARAGUAY,2019,3,ANTOFAGASTA,30.0,15.0,1.0,16.0,46
H,20 A 24,PARAGUAY,2019,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,10.0,5.0,1.0,6.0,16
H,20 A 24,PARAGUAY,2020,4,ATACAMA,6.0,5.0,1.0,6.0,12
H,20 A 24,PARAGUAY,2020,7,METROPOLITANA DE SANTIAGO,99.0,34.0,3.0,37.0,136
H,20 A 24,PARAGUAY,2020,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,9.0,3.0,1.0,4.0,13
H,20 A 24,PARAGUAY,2020,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,1.0,1.0,1.0,2.0,3
H,20 A 24,PARAGUAY,2021,2,TARAPACÁ,23.0,22.0,2.0,24.0,47
H,20 A 24,PARAGUAY,2021,4,ATACAMA,5.0,3.0,1.0,4.0,9
H,20 A 24,PARAGUAY,2021,7,METROPOLITANA DE SANTIAGO,71.0,32.0,3.0,35.0,106
H,20 A 24,PARAGUAY,2021,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,1.0,2.0,1.0,3.0,4
H,20 A 24,PARAGUAY,2022,2,TARAPACÁ,14.0,22.0,1.0,23.0,37
H,20 A 24,PARAGUAY,2022,4,ATACAMA,4.0,1.0,1.0,2.0,6
H,20 A 24,PARAGUAY,2022,6,VALPARAÍSO,19.0,8.0,1.0,9.0,28
H,20 A 24,PARAGUAY,2022,7,METROPOLITANA DE SANTIAGO,56.0,34.0,1.0,35.0,91
H,20 A 24,PARAGUAY,2022,15,AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,1.0,3.0,1.0,4.0,5
H,20 A 24,PERÚ,2018,3,ANTOFAGASTA,597.0,187.0,2.0,189.0,786
H,20 A 24,PERÚ,2018,4,ATACAMA,72.0,35.0,2.0,37.0,109
H,20 A 24,PERÚ,2018,5,COQUIMBO,130.0,52.0,3.0,55.0,185
H,20 A 24,PERÚ,2018,6,VALPARAÍSO,239.0,90.0,1.0,91.0,330
H,20 A 24,PERÚ,2018,7,METROPOLITANA DE SANTIAGO,8438.0,1721.0,49.0,1770.0,10208
H,20 A 24,PERÚ,2018,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,81.0,68.0,2.0,70.0,151
H,20 A 24,PERÚ,2018,9,MAULE,43.0,13.0,1.0,14.0,57
H,20 A 24,PERÚ,2018,12,LA ARAUCANÍA,25.0,18.0,1.0,19.0,44
H,20 A 24,PERÚ,2018,14,LOS LAGOS,33.0,10.0,1.0,11.0,44
H,20 A 24,PERÚ,2018,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,2.0,5.0,1.0,6.0,8
H,20 A 24,PERÚ,2019,2,TARAPACÁ,597.0,214.0,2.0,216.0,813
H,20 A 24,PERÚ,2019,3,ANTOFAGASTA,525.0,219.0,4.0,223.0,748
H,20 A 24,PERÚ,2019,4,ATACAMA,65.0,43.0,3.0,46.0,111
H,20 A 24,PERÚ,2019,5,COQUIMBO,109.0,39.0,3.0,42.0,151
H,20 A 24,PERÚ,2019,6,VALPARAÍSO,204.0,107.0,5.0,112.0,316
H,20 A 24,PERÚ,2019,7,METROPOLITANA DE SANTIAGO,7404.0,2110.0,50.0,2160.0,9564
H,20 A 24,PERÚ,2019,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,82.0,85.0,3.0,88.0,170
H,20 A 24,PERÚ,2019,9,MAULE,34.0,21.0,2.0,23.0,57
H,20 A 24,PERÚ,2019,11,BIOBÍO,61.0,51.0,1.0,52.0,113
H,20 A 24,PERÚ,2019,14,LOS LAGOS,30.0,16.0,1.0,17.0,47
H,20 A 24,PERÚ,2019,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,3.0,8.0,1.0,9.0,12
H,20 A 24,PERÚ,2020,1,ARICA Y PARINACOTA,239.0,218.0,21.0,239.0,478
H,20 A 24,PERÚ,2020,2,TARAPACÁ,523.0,227.0,6.0,233.0,756
H,20 A 24,PERÚ,2020,3,ANTOFAGASTA,427.0,228.0,10.0,238.0,665
H,20 A 24,PERÚ,2020,4,ATACAMA,55.0,36.0,5.0,41.0,96
H,20 A 24,PERÚ,2020,5,COQUIMBO,99.0,42.0,4.0,46.0,145
H,20 A 24,PERÚ,2020,6,VALPARAÍSO,181.0,80.0,3.0,83.0,264
H,20 A 24,PERÚ,2020,7,METROPOLITANA DE SANTIAGO,6257.0,2213.0,136.0,2349.0,8606
H,20 A 24,PERÚ,2020,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,67.0,73.0,4.0,77.0,144
H,20 A 24,PERÚ,2020,9,MAULE,29.0,12.0,2.0,14.0,43
H,20 A 24,PERÚ,2020,11,BIOBÍO,51.0,48.0,1.0,49.0,100
H,20 A 24,PERÚ,2020,14,LOS LAGOS,27.0,9.0,1.0,10.0,37
H,20 A 24,PERÚ,2020,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,5.0,9.0,1.0,10.0,15
H,20 A 24,PERÚ,2021,1,ARICA Y PARINACOTA,214.0,272.0,13.0,285.0,499
H,20 A 24,PERÚ,2021,2,TARAPACÁ,451.0,242.0,6.0,248.0,699
H,20 A 24,PERÚ,2021,3,ANTOFAGASTA,377.0,280.0,6.0,286.0,663
H,20 A 24,PERÚ,2021,4,ATACAMA,49.0,41.0,5.0,46.0,95
H,20 A 24,PERÚ,2021,5,COQUIMBO,81.0,41.0,3.0,44.0,125
H,20 A 24,PERÚ,2021,6,VALPARAÍSO,147.0,73.0,5.0,78.0,225
H,20 A 24,PERÚ,2021,7,METROPOLITANA DE SANTIAGO,5176.0,2482.0,110.0,2592.0,7768
H,20 A 24,PERÚ,2021,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,54.0,68.0,2.0,70.0,124
H,20 A 24,PERÚ,2021,9,MAULE,27.0,18.0,3.0,21.0,48
H,20 A 24,PERÚ,2021,11,BIOBÍO,36.0,48.0,2.0,50.0,86
H,20 A 24,PERÚ,2021,14,LOS LAGOS,19.0,16.0,2.0,18.0,37
H,20 A 24,PERÚ,2022,1,ARICA Y PARINACOTA,198.0,161.0,11.0,172.0,370
H,20 A 24,PERÚ,2022,2,TARAPACÁ,403.0,195.0,1.0,196.0,599
H,20 A 24,PERÚ,2022,3,ANTOFAGASTA,336.0,233.0,4.0,237.0,573
H,20 A 24,PERÚ,2022,4,ATACAMA,50.0,36.0,5.0,41.0,91
H,20 A 24,PERÚ,2022,5,COQUIMBO,68.0,39.0,1.0,40.0,108
H,20 A 24,PERÚ,2022,6,VALPARAÍSO,115.0,83.0,3.0,86.0,201
H,20 A 24,PERÚ,2022,7,METROPOLITANA DE SANTIAGO,4225.0,2478.0,85.0,2563.0,6788
H,20 A 24,PERÚ,2022,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,38.0,65.0,2.0,67.0,105
H,20 A 24,PERÚ,2022,9,MAULE,15.0,21.0,1.0,22.0,37
H,20 A 24,PERÚ,2022,11,BIOBÍO,23.0,49.0,2.0,51.0,74
H,20 A 24,PERÚ,2022,14,LOS LAGOS,15.0,15.0,1.0,16.0,31
H,20 A 24,R. DOMINICANA,2018,4,ATACAMA,5.0,7.0,2.0,9.0,14
H,20 A 24,R. DOMINICANA,2018,5,COQUIMBO,10.0,5.0,1.0,6.0,16
H,20 A 24,R. DOMINICANA,2018,6,VALPARAÍSO,4.0,5.0,1.0,6.0,10
H,20 A 24,R. DOMINICANA,2018,7,METROPOLITANA DE SANTIAGO,375.0,259.0,11.0,270.0,645
H,20 A 24,R. DOMINICANA,2019,1,ARICA Y PARINACOTA,3.0,1.0,1.0,2.0,5
H,20 A 24,R. DOMINICANA,2019,4,ATACAMA,5.0,4.0,2.0,6.0,11
H,20 A 24,R. DOMINICANA,2019,5,COQUIMBO,14.0,7.0,3.0,10.0,24
H,20 A 24,R. DOMINICANA,2019,6,VALPARAÍSO,3.0,6.0,1.0,7.0,10
H,20 A 24,R. DOMINICANA,2019,7,METROPOLITANA DE SANTIAGO,356.0,233.0,17.0,250.0,606
H,20 A 24,R. DOMINICANA,2019,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,1.0,5.0,1.0,6.0,7
H,20 A 24,R. DOMINICANA,2019,9,MAULE,5.0,3.0,1.0,4.0,9
H,20 A 24,R. DOMINICANA,2020,1,ARICA Y PARINACOTA,1.0,1.0,1.0,2.0,3
H,20 A 24,R. DOMINICANA,2020,6,VALPARAÍSO,4.0,5.0,2.0,7.0,11
H,20 A 24,R. DOMINICANA,2020,7,METROPOLITANA DE SANTIAGO,353.0,221.0,24.0,245.0,598
H,20 A 24,R. DOMINICANA,2020,14,LOS LAGOS,8.0,5.0,1.0,6.0,14
H,20 A 24,R. DOMINICANA,2021,5,COQUIMBO,12.0,3.0,1.0,4.0,16
H,20 A 24,R. DOMINICANA,2021,6,VALPARAÍSO,6.0,4.0,1.0,5.0,11
H,20 A 24,R. DOMINICANA,2021,7,METROPOLITANA DE SANTIAGO,349.0,199.0,22.0,221.0,570
H,20 A 24,R. DOMINICANA,2022,5,COQUIMBO,10.0,5.0,1.0,6.0,16
H,20 A 24,R. DOMINICANA,2022,6,VALPARAÍSO,8.0,6.0,1.0,7.0,15
H,20 A 24,R. DOMINICANA,2022,7,METROPOLITANA DE SANTIAGO,354.0,184.0,15.0,199.0,553
H,20 A 24,R. DOMINICANA,2022,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,2.0,3.0,1.0,4.0,6
H,20 A 24,URUGUAY,2019,7,METROPOLITANA DE SANTIAGO,94.0,24.0,1.0,25.0,119
H,20 A 24,URUGUAY,2020,6,VALPARAÍSO,13.0,5.0,1.0,6.0,19
H,20 A 24,URUGUAY,2020,7,METROPOLITANA DE SANTIAGO,94.0,21.0,2.0,23.0,117
H,20 A 24,URUGUAY,2020,9,MAULE,3.0,3.0,1.0,4.0,7
H,20 A 24,URUGUAY,2020,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,1.0,1.0,1.0,2.0,3
H,20 A 24,URUGUAY,2021,6,VALPARAÍSO,11.0,5.0,2.0,7.0,18
H,20 A 24,URUGUAY,2021,7,METROPOLITANA DE SANTIAGO,93.0,23.0,3.0,26.0,119
H,20 A 24,URUGUAY,2021,11,BIOBÍO,9.0,4.0,1.0,5.0,14
H,20 A 24,URUGUAY,2022,7,METROPOLITANA DE SANTIAGO,98.0,22.0,2.0,24.0,122
H,20 A 24,VENEZUELA,2018,2,TARAPACÁ,48.0,217.0,1.0,218.0,266
H,20 A 24,VENEZUELA,2018,3,ANTOFAGASTA,47.0,282.0,1.0,283.0,330
H,20 A 24,VENEZUELA,2018,5,COQUIMBO,37.0,380.0,2.0,382.0,419
H,20 A 24,VENEZUELA,2018,6,VALPARAÍSO,206.0,1253.0,4.0,1257.0,1463
H,20 A 24,VENEZUELA,2018,7,METROPOLITANA DE SANTIAGO,2866.0,7483.0,47.0,7530.0,10396
H,20 A 24,VENEZUELA,2018,9,MAULE,58.0,440.0,1.0,441.0,499
H,20 A 24,VENEZUELA,2018,11,BIOBÍO,70.0,493.0,5.0,498.0,568
H,20 A 24,VENEZUELA,2019,1,ARICA Y PARINACOTA,6.0,194.0,5.0,199.0,205
H,20 A 24,VENEZUELA,2019,2,TARAPACÁ,42.0,290.0,24.0,314.0,356
H,20 A 24,VENEZUELA,2019,3,ANTOFAGASTA,33.0,484.0,5.0,489.0,522
H,20 A 24,VENEZUELA,2019,4,ATACAMA,4.0,162.0,3.0,165.0,169
H,20 A 24,VENEZUELA,2019,5,COQUIMBO,25.0,553.0,18.0,571.0,596
H,20 A 24,VENEZUELA,2019,6,VALPARAÍSO,152.0,1925.0,23.0,1948.0,2100
H,20 A 24,VENEZUELA,2019,7,METROPOLITANA DE SANTIAGO,2137.0,11417.0,150.0,11567.0,13704
H,20 A 24,VENEZUELA,2019,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,52.0,670.0,7.0,677.0,729
H,20 A 24,VENEZUELA,2019,9,MAULE,50.0,704.0,14.0,718.0,768
H,20 A 24,VENEZUELA,2019,10,ÑUBLE,14.0,176.0,1.0,177.0,191
H,20 A 24,VENEZUELA,2019,11,BIOBÍO,53.0,845.0,30.0,875.0,928
H,20 A 24,VENEZUELA,2019,12,LA ARAUCANÍA,24.0,223.0,4.0,227.0,251
H,20 A 24,VENEZUELA,2019,13,LOS RÍOS,7.0,122.0,1.0,123.0,130
H,20 A 24,VENEZUELA,2019,14,LOS LAGOS,12.0,537.0,21.0,558.0,570
H,20 A 24,VENEZUELA,2019,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,12.0,116.0,1.0,117.0,129
H,20 A 24,VENEZUELA,2020,1,ARICA Y PARINACOTA,6.0,161.0,4.0,165.0,171
H,20 A 24,VENEZUELA,2020,2,TARAPACÁ,28.0,255.0,30.0,285.0,313
H,20 A 24,VENEZUELA,2020,3,ANTOFAGASTA,24.0,455.0,11.0,466.0,490
H,20 A 24,VENEZUELA,2020,4,ATACAMA,2.0,148.0,15.0,163.0,165
H,20 A 24,VENEZUELA,2020,5,COQUIMBO,22.0,498.0,42.0,540.0,562
H,20 A 24,VENEZUELA,2020,6,VALPARAÍSO,105.0,1664.0,43.0,1707.0,1812
H,20 A 24,VENEZUELA,2020,7,METROPOLITANA DE SANTIAGO,1529.0,10979.0,116.0,11095.0,12624
H,20 A 24,VENEZUELA,2020,8,LIBERTADOR GENERAL BERNARDO O'HIGGINS,46.0,560.0,9.0,569.0,615
H,20 A 24,VENEZUELA,2020,9,MAULE,41.0,636.0,23.0,659.0,700
H,20 A 24,VENEZUELA,2020,10,ÑUBLE,10.0,161.0,5.0,166.0,176
H,20 A 24,VENEZUELA,2020,11,BIOBÍO,41.0,741.0,50.0,791.0,832
H,20 A 24,VENEZUELA,2020,12,LA ARAUCANÍA,22.0,197.0,17.0,214.0,236
H,20 A 24,VENEZUELA,2020,13,LOS RÍOS,5.0,102.0,2.0,104.0,109
H,20 A 24,VENEZUELA,2020,14,LOS LAGOS,8.0,523.0,38.0,561.0,569
H,20 A 24,VENEZUELA,2020,16,MAGALLANES Y DE LA ANTÁRTICA CHILENA,10.0,109.0,1.0,110.0,120
H,20 A 24,VENEZUELA,2021,1,ARICA Y PARINACOTA,5.0,138.0,2.0,140.0,145
H,20 A 24,VENEZUELA,2021,2,TARAPACÁ,20.0,228.0,25.0,253.0,273
H,20 A 24,VENEZUELA,2021,3,ANTOFAGASTA,17.0,381.0,14.0,395.0,412
H,20 A 24,VENEZUELA,2021,4,ATACAMA,3.0,112.0,30.0,142.0,145
H,20 A 24,VENEZUELA,2021,5,COQUIMBO,19.0,411.0,64.0,475.0,494
