SEXO,EDAD,PAIS,AÑO ESTIMACION,REGION,COMUNA,CENSO AJUSTADO,RRAA_REGULAR,RRAA_IRREGULAR,RRAA_TOTAL,ESTIMACION
M,15 A 19,PERÚ,2019,METROPOLITANA DE SANTIAGO,VITACURA,12.0,5.0,1.0,6.0,18
M,15 A 19,PERÚ,2019,TARAPACÁ,IQUIQUE,201.0,28.0,1.0,29.0,230
M,15 A 19,PERÚ,2020,ARICA Y PARINACOTA,ARICA,164.0,44.0,9.0,53.0,217
M,15 A 19,PERÚ,2020,ATACAMA,COPIAPÓ,31.0,14.0,1.0,15.0,46
M,15 A 19,PERÚ,2020,COQUIMBO,LA SERENA,16.0,5.0,1.0,6.0,22
M,15 A 19,PERÚ,2020,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,297.0,63.0,1.0,64.0,361
M,15 A 19,PERÚ,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,666.0,178.0,25.0,203.0,869
M,15 A 19,PERÚ,2020,TARAPACÁ,ALTO HOSPICIO,114.0,21.0,1.0,22.0,136
M,15 A 19,PERÚ,2020,TARAPACÁ,IQUIQUE,187.0,36.0,2.0,38.0,225
M,15 A 19,PERÚ,2021,ANTOFAGASTA,ANTOFAGASTA,178.0,57.0,2.0,59.0,237
M,15 A 19,PERÚ,2021,ARICA Y PARINACOTA,ARICA,155.0,54.0,1.0,55.0,210
M,15 A 19,PERÚ,2021,ATACAMA,COPIAPÓ,31.0,12.0,1.0,13.0,44
M,15 A 19,PERÚ,2021,METROPOLITANA DE SANTIAGO,ESTACIÓN CENTRAL,161.0,55.0,1.0,56.0,217
M,15 A 19,PERÚ,2021,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,307.0,74.0,1.0,75.0,382
M,15 A 19,PERÚ,2021,METROPOLITANA DE SANTIAGO,MAIPÚ,73.0,29.0,1.0,30.0,103
M,15 A 19,PERÚ,2021,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,144.0,55.0,1.0,56.0,200
M,15 A 19,PERÚ,2021,METROPOLITANA DE SANTIAGO,RECOLETA,317.0,127.0,3.0,130.0,447
M,15 A 19,PERÚ,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,652.0,192.0,11.0,203.0,855
M,15 A 19,PERÚ,2021,TARAPACÁ,ALTO HOSPICIO,105.0,41.0,1.0,42.0,147
M,15 A 19,PERÚ,2022,ANTOFAGASTA,ANTOFAGASTA,185.0,51.0,1.0,52.0,237
M,15 A 19,PERÚ,2022,METROPOLITANA DE SANTIAGO,PUENTE ALTO,65.0,30.0,1.0,31.0,96
M,15 A 19,PERÚ,2022,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,151.0,70.0,1.0,71.0,222
M,15 A 19,PERÚ,2022,METROPOLITANA DE SANTIAGO,RECOLETA,295.0,144.0,2.0,146.0,441
M,15 A 19,PERÚ,2022,METROPOLITANA DE SANTIAGO,SANTIAGO,652.0,221.0,6.0,227.0,879
M,15 A 19,PERÚ,2022,TARAPACÁ,IQUIQUE,176.0,46.0,1.0,47.0,223
M,15 A 19,R. DOMINICANA,2018,METROPOLITANA DE SANTIAGO,RECOLETA,25.0,8.0,1.0,9.0,34
M,15 A 19,R. DOMINICANA,2018,METROPOLITANA DE SANTIAGO,SANTIAGO,61.0,18.0,1.0,19.0,80
M,15 A 19,R. DOMINICANA,2019,METROPOLITANA DE SANTIAGO,COLINA,33.0,7.0,1.0,8.0,41
M,15 A 19,VENEZUELA,2018,ANTOFAGASTA,ANTOFAGASTA,4.0,56.0,1.0,57.0,61
M,15 A 19,VENEZUELA,2018,LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,21.0,70.0,1.0,71.0,92
M,15 A 19,VENEZUELA,2018,METROPOLITANA DE SANTIAGO,ESTACIÓN CENTRAL,32.0,146.0,1.0,147.0,179
M,15 A 19,VENEZUELA,2018,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,39.0,182.0,1.0,183.0,222
M,15 A 19,VENEZUELA,2018,METROPOLITANA DE SANTIAGO,PROVIDENCIA,17.0,22.0,1.0,23.0,40
M,15 A 19,VENEZUELA,2018,METROPOLITANA DE SANTIAGO,SAN BERNARDO,6.0,39.0,1.0,40.0,46
M,15 A 19,VENEZUELA,2018,METROPOLITANA DE SANTIAGO,SAN MIGUEL,27.0,84.0,1.0,85.0,112
M,15 A 19,VENEZUELA,2018,METROPOLITANA DE SANTIAGO,SANTIAGO,304.0,737.0,5.0,742.0,1046
M,15 A 19,VENEZUELA,2018,METROPOLITANA DE SANTIAGO,ÑUÑOA,50.0,86.0,1.0,87.0,137
M,15 A 19,VENEZUELA,2018,TARAPACÁ,IQUIQUE,6.0,39.0,1.0,40.0,46
M,15 A 19,VENEZUELA,2019,ANTOFAGASTA,ANTOFAGASTA,6.0,127.0,2.0,129.0,135
M,15 A 19,VENEZUELA,2019,ATACAMA,COPIAPÓ,3.0,31.0,3.0,34.0,37
M,15 A 19,VENEZUELA,2019,BIOBÍO,CONCEPCIÓN,8.0,146.0,1.0,147.0,155
M,15 A 19,VENEZUELA,2019,COQUIMBO,COQUIMBO,4.0,49.0,1.0,50.0,54
M,15 A 19,VENEZUELA,2019,LOS LAGOS,PUERTO MONTT,8.0,104.0,2.0,106.0,114
M,15 A 19,VENEZUELA,2019,MAULE,CURICÓ,15.0,94.0,1.0,95.0,110
M,15 A 19,VENEZUELA,2019,METROPOLITANA DE SANTIAGO,CERRO NAVIA,7.0,22.0,1.0,23.0,30
M,15 A 19,VENEZUELA,2019,METROPOLITANA DE SANTIAGO,ESTACIÓN CENTRAL,31.0,289.0,2.0,291.0,322
M,15 A 19,VENEZUELA,2019,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,37.0,277.0,2.0,279.0,316
M,15 A 19,VENEZUELA,2019,METROPOLITANA DE SANTIAGO,LA FLORIDA,40.0,156.0,1.0,157.0,197
M,15 A 19,VENEZUELA,2019,METROPOLITANA DE SANTIAGO,LAS CONDES,58.0,43.0,1.0,44.0,102
M,15 A 19,VENEZUELA,2019,METROPOLITANA DE SANTIAGO,LO PRADO,5.0,27.0,1.0,28.0,33
M,15 A 19,VENEZUELA,2019,METROPOLITANA DE SANTIAGO,MACUL,12.0,101.0,1.0,102.0,114
M,15 A 19,VENEZUELA,2019,METROPOLITANA DE SANTIAGO,MAIPÚ,34.0,108.0,1.0,109.0,143
M,15 A 19,VENEZUELA,2019,METROPOLITANA DE SANTIAGO,PEÑALOLÉN,12.0,46.0,1.0,47.0,59
M,15 A 19,VENEZUELA,2019,METROPOLITANA DE SANTIAGO,PROVIDENCIA,17.0,53.0,1.0,54.0,71
M,15 A 19,VENEZUELA,2019,METROPOLITANA DE SANTIAGO,PUDAHUEL,9.0,36.0,1.0,37.0,46
M,15 A 19,VENEZUELA,2019,METROPOLITANA DE SANTIAGO,PUENTE ALTO,24.0,150.0,1.0,151.0,175
M,15 A 19,VENEZUELA,2019,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,15.0,181.0,1.0,182.0,197
M,15 A 19,VENEZUELA,2019,METROPOLITANA DE SANTIAGO,SAN JOAQUÍN,8.0,57.0,1.0,58.0,66
M,15 A 19,VENEZUELA,2019,METROPOLITANA DE SANTIAGO,SAN MIGUEL,27.0,215.0,2.0,217.0,244
M,15 A 19,VENEZUELA,2019,METROPOLITANA DE SANTIAGO,SANTIAGO,300.0,1070.0,22.0,1092.0,1392
M,15 A 19,VENEZUELA,2019,TARAPACÁ,IQUIQUE,6.0,54.0,9.0,63.0,69
M,15 A 19,VENEZUELA,2019,VALPARAÍSO,VALPARAÍSO,11.0,97.0,1.0,98.0,109
M,15 A 19,VENEZUELA,2019,VALPARAÍSO,VIÑA DEL MAR,21.0,105.0,1.0,106.0,127
M,15 A 19,VENEZUELA,2020,ANTOFAGASTA,ANTOFAGASTA,6.0,126.0,2.0,128.0,134
M,15 A 19,VENEZUELA,2020,ATACAMA,COPIAPÓ,2.0,30.0,1.0,31.0,33
M,15 A 19,VENEZUELA,2020,BIOBÍO,CONCEPCIÓN,8.0,130.0,4.0,134.0,142
M,15 A 19,VENEZUELA,2020,COQUIMBO,COQUIMBO,5.0,39.0,1.0,40.0,45
M,15 A 19,VENEZUELA,2020,LA ARAUCANÍA,TEMUCO,9.0,54.0,1.0,55.0,64
M,15 A 19,VENEZUELA,2020,LOS LAGOS,PUERTO MONTT,8.0,102.0,1.0,103.0,111
M,15 A 19,VENEZUELA,2020,METROPOLITANA DE SANTIAGO,LAS CONDES,57.0,61.0,1.0,62.0,119
M,15 A 19,VENEZUELA,2020,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,16.0,195.0,1.0,196.0,212
M,15 A 19,VENEZUELA,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,291.0,1092.0,3.0,1095.0,1386
M,15 A 19,VENEZUELA,2020,TARAPACÁ,IQUIQUE,8.0,45.0,2.0,47.0,55
M,15 A 19,VENEZUELA,2020,VALPARAÍSO,VALPARAÍSO,17.0,83.0,1.0,84.0,101
M,15 A 19,VENEZUELA,2021,ATACAMA,COPIAPÓ,2.0,34.0,1.0,35.0,37
M,15 A 19,VENEZUELA,2021,COQUIMBO,COQUIMBO,6.0,44.0,1.0,45.0,51
M,15 A 19,VENEZUELA,2021,LA ARAUCANÍA,TEMUCO,8.0,59.0,5.0,64.0,72
M,15 A 19,VENEZUELA,2021,LOS LAGOS,PUERTO MONTT,6.0,108.0,13.0,121.0,127
M,15 A 19,VENEZUELA,2021,MAULE,CURICÓ,20.0,90.0,2.0,92.0,112
M,15 A 19,VENEZUELA,2021,MAULE,TALCA,6.0,129.0,8.0,137.0,143
M,15 A 19,VENEZUELA,2021,METROPOLITANA DE SANTIAGO,ESTACIÓN CENTRAL,47.0,361.0,5.0,366.0,413
M,15 A 19,VENEZUELA,2021,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,55.0,339.0,2.0,341.0,396
M,15 A 19,VENEZUELA,2021,METROPOLITANA DE SANTIAGO,LAS CONDES,54.0,52.0,1.0,53.0,107
M,15 A 19,VENEZUELA,2021,METROPOLITANA DE SANTIAGO,LO BARNECHEA,20.0,9.0,1.0,10.0,30
M,15 A 19,VENEZUELA,2021,METROPOLITANA DE SANTIAGO,MACUL,18.0,118.0,2.0,120.0,138
M,15 A 19,VENEZUELA,2021,METROPOLITANA DE SANTIAGO,MAIPÚ,32.0,140.0,1.0,141.0,173
M,15 A 19,VENEZUELA,2021,METROPOLITANA DE SANTIAGO,MELIPILLA,4.0,23.0,1.0,24.0,28
M,15 A 19,VENEZUELA,2021,METROPOLITANA DE SANTIAGO,PEÑALOLÉN,19.0,58.0,2.0,60.0,79
M,15 A 19,VENEZUELA,2021,METROPOLITANA DE SANTIAGO,PUDAHUEL,8.0,56.0,1.0,57.0,65
M,15 A 19,VENEZUELA,2021,METROPOLITANA DE SANTIAGO,PUENTE ALTO,22.0,127.0,2.0,129.0,151
M,15 A 19,VENEZUELA,2021,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,12.0,214.0,1.0,215.0,227
M,15 A 19,VENEZUELA,2021,METROPOLITANA DE SANTIAGO,RECOLETA,10.0,67.0,1.0,68.0,78
M,15 A 19,VENEZUELA,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,336.0,1085.0,9.0,1094.0,1430
M,15 A 19,VENEZUELA,2021,VALPARAÍSO,VALPARAÍSO,16.0,89.0,10.0,99.0,115
M,15 A 19,VENEZUELA,2021,VALPARAÍSO,VIÑA DEL MAR,21.0,123.0,6.0,129.0,150
M,15 A 19,VENEZUELA,2022,ARICA Y PARINACOTA,ARICA,1.0,82.0,1.0,83.0,84
M,15 A 19,VENEZUELA,2022,BIOBÍO,CONCEPCIÓN,5.0,148.0,3.0,151.0,156
M,15 A 19,VENEZUELA,2022,MAULE,TALCA,13.0,153.0,3.0,156.0,169
M,15 A 19,VENEZUELA,2022,METROPOLITANA DE SANTIAGO,MAIPÚ,39.0,168.0,1.0,169.0,208
M,15 A 19,VENEZUELA,2022,METROPOLITANA DE SANTIAGO,PUENTE ALTO,19.0,138.0,1.0,139.0,158
M,15 A 19,VENEZUELA,2022,METROPOLITANA DE SANTIAGO,QUILICURA,9.0,119.0,1.0,120.0,129
M,15 A 19,VENEZUELA,2022,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,12.0,257.0,2.0,259.0,271
M,15 A 19,VENEZUELA,2022,METROPOLITANA DE SANTIAGO,SAN JOAQUÍN,11.0,86.0,1.0,87.0,98
M,15 A 19,VENEZUELA,2022,METROPOLITANA DE SANTIAGO,SANTIAGO,373.0,1323.0,1.0,1324.0,1697
M,15 A 19,VENEZUELA,2022,TARAPACÁ,IQUIQUE,8.0,78.0,1.0,79.0,87
M,15 A 19,VENEZUELA,2022,VALPARAÍSO,VALPARAÍSO,19.0,119.0,3.0,122.0,141
M,15 A 19,VENEZUELA,2022,VALPARAÍSO,VIÑA DEL MAR,19.0,148.0,2.0,150.0,169
M,20 A 24,ALEMANIA,2018,METROPOLITANA DE SANTIAGO,SANTIAGO,32.0,2.0,2.0,4.0,36
M,20 A 24,ALEMANIA,2018,VALPARAÍSO,VALPARAÍSO,9.0,1.0,2.0,3.0,12
M,20 A 24,ALEMANIA,2019,METROPOLITANA DE SANTIAGO,RECOLETA,8.0,1.0,1.0,2.0,10
M,20 A 24,ALEMANIA,2019,VALPARAÍSO,VALPARAÍSO,10.0,1.0,2.0,3.0,13
M,20 A 24,ALEMANIA,2019,VALPARAÍSO,VIÑA DEL MAR,10.0,1.0,2.0,3.0,13
M,20 A 24,ALEMANIA,2020,BIOBÍO,CONCEPCIÓN,9.0,1.0,1.0,2.0,11
M,20 A 24,ALEMANIA,2020,LA ARAUCANÍA,TEMUCO,4.0,1.0,1.0,2.0,6
M,20 A 24,ALEMANIA,2020,METROPOLITANA DE SANTIAGO,PROVIDENCIA,21.0,3.0,1.0,4.0,25
M,20 A 24,ALEMANIA,2020,METROPOLITANA DE SANTIAGO,RECOLETA,8.0,1.0,1.0,2.0,10
M,20 A 24,ALEMANIA,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,14.0,11.0,10.0,21.0,35
M,20 A 24,ALEMANIA,2020,VALPARAÍSO,VALPARAÍSO,7.0,3.0,2.0,5.0,12
M,20 A 24,ALEMANIA,2020,VALPARAÍSO,VIÑA DEL MAR,8.0,4.0,2.0,6.0,14
M,20 A 24,ALEMANIA,2021,BIOBÍO,CONCEPCIÓN,6.0,2.0,2.0,4.0,10
M,20 A 24,ALEMANIA,2021,METROPOLITANA DE SANTIAGO,PROVIDENCIA,15.0,15.0,1.0,16.0,31
M,20 A 24,ALEMANIA,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,7.0,12.0,13.0,25.0,32
M,20 A 24,ALEMANIA,2021,VALPARAÍSO,VALPARAÍSO,7.0,4.0,1.0,5.0,12
M,20 A 24,ALEMANIA,2021,VALPARAÍSO,VIÑA DEL MAR,8.0,7.0,1.0,8.0,16
M,20 A 24,ALEMANIA,2022,METROPOLITANA DE SANTIAGO,PROVIDENCIA,13.0,11.0,1.0,12.0,25
M,20 A 24,ALEMANIA,2022,METROPOLITANA DE SANTIAGO,SANTIAGO,4.0,6.0,7.0,13.0,17
M,20 A 24,ALEMANIA,2022,VALPARAÍSO,VIÑA DEL MAR,9.0,4.0,2.0,6.0,15
M,20 A 24,ARGENTINA,2018,ANTOFAGASTA,ANTOFAGASTA,67.0,8.0,1.0,9.0,76
M,20 A 24,ARGENTINA,2018,COQUIMBO,LA SERENA,28.0,2.0,1.0,3.0,31
M,20 A 24,ARGENTINA,2018,METROPOLITANA DE SANTIAGO,LA FLORIDA,45.0,4.0,1.0,5.0,50
M,20 A 24,ARGENTINA,2018,METROPOLITANA DE SANTIAGO,SANTIAGO,93.0,11.0,1.0,12.0,105
M,20 A 24,ARGENTINA,2018,TARAPACÁ,IQUIQUE,35.0,6.0,1.0,7.0,42
M,20 A 24,ARGENTINA,2018,VALPARAÍSO,VALPARAÍSO,51.0,13.0,3.0,16.0,67
M,20 A 24,ARGENTINA,2019,ATACAMA,COPIAPÓ,9.0,5.0,1.0,6.0,15
M,20 A 24,ARGENTINA,2019,LA ARAUCANÍA,TEMUCO,94.0,7.0,1.0,8.0,102
M,20 A 24,ARGENTINA,2019,LOS LAGOS,PUERTO MONTT,72.0,5.0,1.0,6.0,78
M,20 A 24,ARGENTINA,2019,MAULE,CURICÓ,17.0,9.0,1.0,10.0,27
M,20 A 24,ARGENTINA,2019,METROPOLITANA DE SANTIAGO,LA FLORIDA,36.0,6.0,1.0,7.0,43
M,20 A 24,ARGENTINA,2019,METROPOLITANA DE SANTIAGO,SANTIAGO,72.0,13.0,3.0,16.0,88
M,20 A 24,ARGENTINA,2019,METROPOLITANA DE SANTIAGO,ÑUÑOA,33.0,4.0,1.0,5.0,38
M,20 A 24,ARGENTINA,2019,TARAPACÁ,IQUIQUE,29.0,14.0,1.0,15.0,44
M,20 A 24,ARGENTINA,2019,VALPARAÍSO,VALPARAÍSO,54.0,13.0,3.0,16.0,70
M,20 A 24,ARGENTINA,2019,VALPARAÍSO,VIÑA DEL MAR,75.0,15.0,1.0,16.0,91
M,20 A 24,ARGENTINA,2020,ANTOFAGASTA,ANTOFAGASTA,44.0,17.0,1.0,18.0,62
M,20 A 24,ARGENTINA,2020,ATACAMA,COPIAPÓ,10.0,4.0,2.0,6.0,16
M,20 A 24,ARGENTINA,2020,COQUIMBO,LA SERENA,27.0,3.0,2.0,5.0,32
M,20 A 24,ARGENTINA,2020,LA ARAUCANÍA,TEMUCO,72.0,7.0,1.0,8.0,80
M,20 A 24,ARGENTINA,2020,LOS LAGOS,PUERTO MONTT,64.0,7.0,1.0,8.0,72
M,20 A 24,ARGENTINA,2020,METROPOLITANA DE SANTIAGO,LA FLORIDA,35.0,9.0,1.0,10.0,45
M,20 A 24,ARGENTINA,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,46.0,11.0,14.0,25.0,71
M,20 A 24,ARGENTINA,2020,METROPOLITANA DE SANTIAGO,ÑUÑOA,33.0,3.0,1.0,4.0,37
M,20 A 24,ARGENTINA,2020,VALPARAÍSO,VALPARAÍSO,56.0,7.0,4.0,11.0,67
M,20 A 24,ARGENTINA,2020,VALPARAÍSO,VIÑA DEL MAR,62.0,13.0,2.0,15.0,77
M,20 A 24,ARGENTINA,2021,ANTOFAGASTA,ANTOFAGASTA,37.0,17.0,1.0,18.0,55
M,20 A 24,ARGENTINA,2021,ATACAMA,COPIAPÓ,12.0,4.0,1.0,5.0,17
M,20 A 24,ARGENTINA,2021,LA ARAUCANÍA,TEMUCO,47.0,7.0,1.0,8.0,55
M,20 A 24,ARGENTINA,2021,LOS LAGOS,PUERTO MONTT,56.0,7.0,1.0,8.0,64
M,20 A 24,ARGENTINA,2021,METROPOLITANA DE SANTIAGO,LA FLORIDA,37.0,7.0,1.0,8.0,45
M,20 A 24,ARGENTINA,2021,METROPOLITANA DE SANTIAGO,LO BARNECHEA,61.0,1.0,1.0,2.0,63
M,20 A 24,ARGENTINA,2021,METROPOLITANA DE SANTIAGO,PROVIDENCIA,18.0,12.0,1.0,13.0,31
M,20 A 24,ARGENTINA,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,39.0,21.0,17.0,38.0,77
M,20 A 24,ARGENTINA,2021,METROPOLITANA DE SANTIAGO,ÑUÑOA,29.0,4.0,1.0,5.0,34
M,20 A 24,ARGENTINA,2021,VALPARAÍSO,VALPARAÍSO,51.0,3.0,3.0,6.0,57
M,20 A 24,ARGENTINA,2021,VALPARAÍSO,VIÑA DEL MAR,57.0,11.0,2.0,13.0,70
M,20 A 24,ARGENTINA,2022,ANTOFAGASTA,ANTOFAGASTA,34.0,15.0,1.0,16.0,50
M,20 A 24,ARGENTINA,2022,ATACAMA,COPIAPÓ,9.0,3.0,1.0,4.0,13
M,20 A 24,ARGENTINA,2022,BIOBÍO,CONCEPCIÓN,7.0,4.0,1.0,5.0,12
M,20 A 24,ARGENTINA,2022,COQUIMBO,COQUIMBO,23.0,8.0,1.0,9.0,32
M,20 A 24,ARGENTINA,2022,LA ARAUCANÍA,TEMUCO,40.0,5.0,1.0,6.0,46
M,20 A 24,ARGENTINA,2022,LOS LAGOS,PUERTO MONTT,45.0,5.0,1.0,6.0,51
M,20 A 24,ARGENTINA,2022,METROPOLITANA DE SANTIAGO,LA FLORIDA,31.0,7.0,1.0,8.0,39
M,20 A 24,ARGENTINA,2022,METROPOLITANA DE SANTIAGO,PROVIDENCIA,12.0,7.0,1.0,8.0,20
M,20 A 24,ARGENTINA,2022,METROPOLITANA DE SANTIAGO,QUILICURA,24.0,2.0,1.0,3.0,27
M,20 A 24,ARGENTINA,2022,METROPOLITANA DE SANTIAGO,SANTIAGO,34.0,18.0,10.0,28.0,62
M,20 A 24,ARGENTINA,2022,METROPOLITANA DE SANTIAGO,ÑUÑOA,28.0,6.0,1.0,7.0,35
M,20 A 24,ARGENTINA,2022,VALPARAÍSO,VALPARAÍSO,44.0,2.0,2.0,4.0,48
M,20 A 24,ARGENTINA,2022,VALPARAÍSO,VIÑA DEL MAR,57.0,13.0,1.0,14.0,71
M,20 A 24,BOLIVIA,2018,ANTOFAGASTA,ANTOFAGASTA,658.0,371.0,3.0,374.0,1032
M,20 A 24,BOLIVIA,2018,ANTOFAGASTA,CALAMA,835.0,508.0,3.0,511.0,1346
M,20 A 24,BOLIVIA,2018,ATACAMA,COPIAPÓ,171.0,257.0,3.0,260.0,431
M,20 A 24,BOLIVIA,2018,COQUIMBO,COQUIMBO,24.0,18.0,1.0,19.0,43
M,20 A 24,BOLIVIA,2018,METROPOLITANA DE SANTIAGO,PROVIDENCIA,16.0,7.0,1.0,8.0,24
M,20 A 24,BOLIVIA,2018,METROPOLITANA DE SANTIAGO,SANTIAGO,196.0,82.0,6.0,88.0,284
M,20 A 24,BOLIVIA,2018,TARAPACÁ,ALTO HOSPICIO,425.0,228.0,1.0,229.0,654
M,20 A 24,BOLIVIA,2018,TARAPACÁ,IQUIQUE,818.0,435.0,1.0,436.0,1254
M,20 A 24,BOLIVIA,2019,ANTOFAGASTA,ANTOFAGASTA,516.0,529.0,4.0,533.0,1049
M,20 A 24,BOLIVIA,2019,ANTOFAGASTA,CALAMA,731.0,648.0,5.0,653.0,1384
M,20 A 24,BOLIVIA,2019,ATACAMA,COPIAPÓ,148.0,310.0,5.0,315.0,463
M,20 A 24,BOLIVIA,2019,COQUIMBO,COQUIMBO,21.0,22.0,1.0,23.0,44
M,20 A 24,BOLIVIA,2019,COQUIMBO,LA SERENA,21.0,21.0,1.0,22.0,43
M,20 A 24,BOLIVIA,2019,METROPOLITANA DE SANTIAGO,COLINA,79.0,89.0,1.0,90.0,169
M,20 A 24,BOLIVIA,2019,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,41.0,42.0,1.0,43.0,84
M,20 A 24,BOLIVIA,2019,METROPOLITANA DE SANTIAGO,MELIPILLA,108.0,214.0,3.0,217.0,325
M,20 A 24,BOLIVIA,2019,METROPOLITANA DE SANTIAGO,SAN MIGUEL,19.0,5.0,1.0,6.0,25
M,20 A 24,BOLIVIA,2019,METROPOLITANA DE SANTIAGO,SANTIAGO,163.0,98.0,4.0,102.0,265
M,20 A 24,BOLIVIA,2019,TARAPACÁ,ALTO HOSPICIO,365.0,341.0,2.0,343.0,708
M,20 A 24,BOLIVIA,2019,TARAPACÁ,IQUIQUE,669.0,615.0,3.0,618.0,1287
M,20 A 24,BOLIVIA,2020,ANTOFAGASTA,ANTOFAGASTA,422.0,609.0,7.0,616.0,1038
M,20 A 24,BOLIVIA,2020,ANTOFAGASTA,CALAMA,583.0,589.0,5.0,594.0,1177
M,20 A 24,BOLIVIA,2020,ARICA Y PARINACOTA,ARICA,290.0,359.0,3.0,362.0,652
M,20 A 24,BOLIVIA,2020,ATACAMA,COPIAPÓ,113.0,281.0,7.0,288.0,401
M,20 A 24,BOLIVIA,2020,COQUIMBO,COQUIMBO,17.0,25.0,2.0,27.0,44
M,20 A 24,BOLIVIA,2020,COQUIMBO,LA SERENA,18.0,21.0,1.0,22.0,40
M,20 A 24,BOLIVIA,2020,LIBERTADOR GENERAL BERNARDO O'HIGGINS,RANCAGUA,7.0,9.0,1.0,10.0,17
M,20 A 24,BOLIVIA,2020,METROPOLITANA DE SANTIAGO,COLINA,54.0,86.0,1.0,87.0,141
M,20 A 24,BOLIVIA,2020,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,25.0,47.0,1.0,48.0,73
M,20 A 24,BOLIVIA,2020,METROPOLITANA DE SANTIAGO,MELIPILLA,85.0,241.0,1.0,242.0,327
M,20 A 24,BOLIVIA,2020,METROPOLITANA DE SANTIAGO,SANTIAGO,120.0,99.0,56.0,155.0,275
M,20 A 24,BOLIVIA,2020,TARAPACÁ,ALTO HOSPICIO,306.0,347.0,1.0,348.0,654
M,20 A 24,BOLIVIA,2020,TARAPACÁ,IQUIQUE,527.0,545.0,8.0,553.0,1080
M,20 A 24,BOLIVIA,2021,ANTOFAGASTA,ANTOFAGASTA,327.0,604.0,8.0,612.0,939
M,20 A 24,BOLIVIA,2021,ANTOFAGASTA,CALAMA,487.0,685.0,2.0,687.0,1174
M,20 A 24,BOLIVIA,2021,ARICA Y PARINACOTA,ARICA,246.0,400.0,1.0,401.0,647
M,20 A 24,BOLIVIA,2021,ATACAMA,COPIAPÓ,93.0,266.0,9.0,275.0,368
M,20 A 24,BOLIVIA,2021,COQUIMBO,COQUIMBO,20.0,24.0,3.0,27.0,47
M,20 A 24,BOLIVIA,2021,COQUIMBO,LA SERENA,14.0,18.0,1.0,19.0,33
M,20 A 24,BOLIVIA,2021,LOS LAGOS,PUERTO MONTT,4.0,3.0,1.0,4.0,8
M,20 A 24,BOLIVIA,2021,METROPOLITANA DE SANTIAGO,COLINA,42.0,91.0,1.0,92.0,134
M,20 A 24,BOLIVIA,2021,METROPOLITANA DE SANTIAGO,ESTACIÓN CENTRAL,25.0,36.0,1.0,37.0,62
M,20 A 24,BOLIVIA,2021,METROPOLITANA DE SANTIAGO,INDEPENDENCIA,22.0,44.0,1.0,45.0,67
M,20 A 24,BOLIVIA,2021,METROPOLITANA DE SANTIAGO,LAS CONDES,25.0,12.0,2.0,14.0,39
M,20 A 24,BOLIVIA,2021,METROPOLITANA DE SANTIAGO,MELIPILLA,63.0,305.0,2.0,307.0,370
M,20 A 24,BOLIVIA,2021,METROPOLITANA DE SANTIAGO,SANTIAGO,84.0,110.0,32.0,142.0,226
M,20 A 24,BOLIVIA,2021,TARAPACÁ,ALTO HOSPICIO,265.0,452.0,1.0,453.0,718
M,20 A 24,BOLIVIA,2021,TARAPACÁ,IQUIQUE,408.0,570.0,4.0,574.0,982
M,20 A 24,BOLIVIA,2022,ANTOFAGASTA,ANTOFAGASTA,279.0,561.0,5.0,566.0,845
M,20 A 24,BOLIVIA,2022,ANTOFAGASTA,CALAMA,418.0,572.0,4.0,576.0,994
M,20 A 24,BOLIVIA,2022,ARICA Y PARINACOTA,ARICA,224.0,303.0,2.0,305.0,529
M,20 A 24,BOLIVIA,2022,ATACAMA,COPIAPÓ,82.0,300.0,8.0,308.0,390
M,20 A 24,BOLIVIA,2022,COQUIMBO,COQUIMBO,15.0,15.0,3.0,18.0,33
M,20 A 24,BOLIVIA,2022,LA ARAUCANÍA,TEMUCO,4.0,3.0,1.0,4.0,8
M,20 A 24,BOLIVIA,2022,METROPOLITANA DE SANTIAGO,COLINA,33.0,89.0,1.0,90.0,123
M,20 A 24,BOLIVIA,2022,METROPOLITANA DE SANTIAGO,ESTACIÓN CENTRAL,22.0,41.0,1.0,42.0,64
